"breedtegraad,""lengtegraad"",""CO2"",""CH4"",""NO2"",""NH3"""
62,58,120.32,2.43,39.24,0.04
62,59,119.06,3.51,53.01,0.03
62,60,129.42,3.56,37.46,0.02
62,61,136.7,3.22,51.01,0.03
62,62,133.02,2.7,53.79,0.04
62,63,115.72,3.03,49.81,0.03
62,64,182.78,2.36,50.37,0.02
62,65,173.56,2.89,59.53,0.03
62,66,165.24,3.75,30.22,0.04
62,67,167.38,2.98,50.43,0.04
62,68,123.45,3.47,51.51,0.03
62,69,190.9,3.52,32.12,0.04
62,70,105.15,2.14,36.26,0.02
62,71,105.67,2.32,43.01,0.04
62,72,176.14,2.8,41.88,0.03
62,73,110.38,3.32,58.79,0.03
62,74,135.54,3.2,55.52,0.04
62,75,196.8,3.54,33.77,0.04
62,76,148.6,2.48,58.34,0.03
62,77,173.79,3.59,35.1,0.02
62,78,101.59,2.85,39.25,0.04
62,79,167.49,3.27,55.89,0.03
62,80,182.85,2.99,50.67,0.03
62,81,115.77,2.16,56.19,0.03
62,82,116.74,2.76,48.47,0.03
62,83,184.04,2.42,44.75,0.02
62,84,143.22,3.13,49.2,0.03
62,85,104.04,3.06,40.42,0.03
62,86,171.35,2.72,35.06,0.03
62,87,154.08,3.15,43.28,0.03
62,88,166.69,2.18,43.26,0.03
62,89,175.82,2.27,53.62,0.03
62,90,172.54,3.58,55.73,0.03
62,91,135.9,2.12,37.62,0.03
62,92,127.37,2.65,55.14,0.03
62,93,131.9,2.87,59.55,0.04
62,94,179.49,2.28,34.8,0.03
62,95,181.88,2.4,31.44,0.03
62,96,143.11,3.04,32.2,0.04
62,97,163.22,3.36,30.44,0.04
62,98,150.98,3.71,37.28,0.04
62,99,117.1,2.65,34.3,0.03
63,0,141.07,3.52,34.75,0.02
63,1,148.61,3.01,44.2,0.03
63,2,187.08,2.61,54.41,0.03
63,3,142.45,2.65,56.23,0.03
63,4,199.98,2.2,47.49,0.04
63,5,142.12,3.55,50.96,0.03
63,6,164.86,2.4,41.2,0.03
63,7,183.54,3.86,49.06,0.04
63,8,164.04,3.44,56.91,0.03
63,9,110.12,2.61,36.7,0.03
63,10,187.13,3.18,37.72,0.03
63,11,131.91,2.01,45.07,0.04
63,12,139.62,3.28,33.81,0.03
63,13,144.03,2.14,30.28,0.02
63,14,131.07,2.46,39.56,0.02
63,15,159.06,3.58,55.01,0.02
63,16,103.56,2.07,32.78,0.04
63,17,124.65,2.76,48.1,0.02
63,18,141.74,2.13,39.99,0.03
63,19,136.27,3.02,55.73,0.02
63,20,144.03,2.38,44.87,0.02
63,21,198.97,2.26,56.55,0.03
63,22,161.27,3.75,56.66,0.03
63,23,194.04,3.32,56.12,0.02
63,24,104.69,2.6,45.32,0.03
63,25,160.41,3.25,31.67,0.02
63,26,125.54,3.7,47.8,0.02
63,27,129.76,2.05,51.43,0.03
63,28,104.3,2.55,58.19,0.02
63,29,170.48,3.47,58.27,0.03
63,30,112.51,3.2,45.05,0.04
63,31,108.89,3.25,46.54,0.03
63,32,100.04,3.91,35.94,0.03
63,33,191.59,2.72,32.38,0.03
63,34,185.53,3.24,39.86,0.03
63,35,176.76,2.16,48.3,0.03
63,36,102.71,2.82,39.09,0.04
63,37,188.22,3.64,58.49,0.02
63,38,181.69,3.24,35.06,0.03
63,39,109.41,2.3,43.42,0.03
63,40,198.9,3.87,41.87,0.03
63,41,136.59,3.36,31.03,0.03
63,42,171.97,3.8,55.55,0.03
63,43,182.82,2.07,39.2,0.04
63,44,145.78,3.41,46.78,0.02
63,45,154.4,3.28,44.87,0.03
63,46,146.38,3.66,48.23,0.03
63,47,178.97,2.89,34.79,0.03
63,48,198.69,2.81,44.91,0.04
63,49,161.17,3.48,54.99,0.03
63,50,110.17,3.12,59.94,0.03
63,51,144.07,2.01,55.08,0.04
63,52,100.9,3.85,40.31,0.04
63,53,186.57,2.5,35.04,0.04
63,54,171.39,3.5,32.55,0.03
63,55,138.83,2.92,49.21,0.03
63,56,176.99,2.22,45.29,0.02
63,57,151.17,2.16,30.7,0.03
63,58,190.7,3.51,32.23,0.03
63,59,112.1,3.34,54.76,0.03
63,60,158.88,3.25,56.64,0.03
63,61,102.51,2.88,51.86,0.04
63,62,134.38,2.4,52.92,0.02
63,63,177.61,3.77,57.42,0.03
63,64,103.03,3.43,50.46,0.03
63,65,185.94,3.45,33.2,0.03
63,66,152.05,2.47,55.99,0.04
63,67,129.25,3.32,58.92,0.04
63,68,149.36,3.66,34.5,0.03
63,69,126.7,2.57,31.33,0.02
63,70,129.95,2.77,58.02,0.03
63,71,133.13,3.92,52.33,0.03
63,72,115.45,3.0,59.11,0.03
63,73,167.13,3.65,49.97,0.04
63,74,147.53,3.97,39.85,0.02
63,75,115.42,3.12,59.23,0.03
63,76,172.73,2.68,32.41,0.04
63,77,111.72,2.72,38.54,0.02
63,78,188.28,2.57,57.67,0.03
63,79,183.68,2.28,41.72,0.03
63,80,102.89,3.27,51.91,0.03
63,81,169.81,3.35,30.43,0.02
63,82,183.55,3.95,51.35,0.02
63,83,177.65,3.65,51.3,0.03
63,84,102.99,3.57,58.99,0.03
63,85,195.46,3.22,58.46,0.03
63,86,159.67,3.1,45.03,0.03
63,87,147.29,3.16,36.37,0.02
63,88,114.86,2.46,46.31,0.04
63,89,186.03,3.88,30.09,0.04
63,90,185.07,2.76,48.82,0.03
63,91,195.0,2.62,58.7,0.04
63,92,179.97,2.5,32.89,0.03
63,93,188.97,2.44,55.8,0.03
63,94,172.39,2.92,44.95,0.03
63,95,144.62,3.9,48.92,0.02
63,96,155.03,3.43,33.09,0.04
63,97,105.92,2.09,37.23,0.03
63,98,188.12,2.88,52.08,0.03
63,99,151.19,3.69,46.4,0.02
64,0,159.19,3.39,52.96,0.03
64,1,130.16,2.82,38.08,0.03
64,2,186.72,3.37,54.93,0.04
64,3,158.42,2.66,52.48,0.04
64,4,150.52,3.64,55.16,0.03
64,5,151.71,3.91,55.86,0.03
64,6,196.31,2.32,56.57,0.03
64,7,136.67,2.11,33.21,0.04
64,8,170.92,2.73,31.89,0.03
64,9,133.29,2.3,46.41,0.04
64,10,126.8,3.51,46.02,0.03
64,11,140.69,2.52,39.21,0.02
64,12,148.31,3.22,34.48,0.03
64,13,152.05,2.12,38.16,0.03
64,14,156.67,2.53,43.33,0.04
64,15,109.38,3.53,35.71,0.02
64,16,162.27,3.25,31.44,0.04
64,17,107.31,2.17,37.08,0.03
64,18,186.75,3.59,55.55,0.03
64,19,197.0,2.18,44.95,0.02
64,20,149.48,2.56,38.4,0.03
64,21,173.24,2.65,50.94,0.04
64,22,184.86,3.09,43.42,0.03
64,23,158.51,3.65,39.88,0.03
64,24,176.54,3.43,41.85,0.03
64,25,157.97,2.79,50.81,0.02
64,26,122.55,2.2,37.7,0.02
64,27,107.42,2.34,39.78,0.03
64,28,172.77,3.09,58.03,0.02
64,29,193.2,3.42,56.85,0.02
64,30,120.7,2.88,49.04,0.04
64,31,104.73,3.51,54.2,0.04
64,32,191.75,3.54,36.47,0.03
64,33,124.79,2.42,35.67,0.03
64,34,158.0,2.61,55.89,0.03
64,35,119.82,2.67,55.49,0.02
64,36,103.32,3.36,50.1,0.02
64,37,189.72,3.83,36.01,0.02
64,38,190.31,2.74,43.12,0.04
64,39,149.44,2.36,56.8,0.04
64,40,146.94,2.4,45.28,0.03
64,41,119.79,2.56,58.52,0.03
64,42,136.64,2.77,36.05,0.03
64,43,114.72,2.61,44.63,0.04
64,44,174.97,3.81,47.95,0.02
64,45,187.98,2.4,53.14,0.02
64,46,196.81,2.97,36.56,0.02
64,47,199.53,3.67,54.59,0.03
64,48,187.89,2.52,33.92,0.03
64,49,198.21,2.28,53.68,0.03
64,50,160.0,2.48,51.85,0.02
64,51,183.37,2.97,37.89,0.03
64,52,188.46,3.09,38.52,0.04
64,53,186.33,2.63,51.55,0.03
64,54,155.55,3.28,33.87,0.03
64,55,113.31,2.18,35.62,0.02
64,56,139.37,3.28,56.17,0.03
64,57,165.53,2.9,42.59,0.03
64,58,192.19,2.1,54.29,0.03
64,59,199.79,3.71,49.39,0.03
64,60,131.54,3.4,37.47,0.02
64,61,182.74,3.06,56.86,0.04
64,62,112.33,3.07,41.14,0.03
64,63,189.38,3.55,54.41,0.02
64,64,145.45,3.37,34.64,0.03
64,65,137.32,2.53,57.07,0.03
64,66,117.44,2.11,49.66,0.03
64,67,140.45,3.03,47.05,0.02
64,68,168.5,2.26,54.22,0.02
64,69,190.19,3.96,41.68,0.04
64,70,167.4,2.22,48.74,0.03
64,71,169.69,3.72,53.79,0.02
64,72,125.05,3.68,35.33,0.03
64,73,151.32,3.18,44.82,0.03
64,74,174.68,3.65,59.96,0.03
64,75,194.24,2.88,35.27,0.03
64,76,131.99,3.76,36.94,0.03
64,77,180.71,2.55,51.74,0.02
64,78,165.98,3.84,44.74,0.03
64,79,144.0,2.08,53.92,0.02
64,80,130.4,3.62,41.1,0.04
64,81,140.15,2.65,38.4,0.03
64,82,168.65,2.77,44.19,0.03
64,83,129.85,3.54,55.95,0.02
64,84,181.43,3.08,40.8,0.04
64,85,165.11,2.59,31.79,0.03
64,86,130.65,2.21,49.59,0.03
64,87,195.16,2.64,47.52,0.04
64,88,138.17,2.35,41.73,0.02
64,89,102.76,3.07,53.56,0.04
64,90,102.75,2.17,56.71,0.02
64,91,104.75,2.19,52.58,0.03
64,92,154.2,2.9,38.33,0.04
64,93,111.63,3.62,45.28,0.03
64,94,171.1,2.95,52.97,0.02
64,95,105.63,2.79,56.3,0.03
64,96,102.62,2.34,51.43,0.04
64,97,140.88,3.77,32.31,0.03
64,98,169.56,2.61,50.91,0.03
64,99,105.36,3.62,43.78,0.03
65,0,118.57,2.7,32.47,0.03
65,1,146.87,3.76,43.87,0.04
65,2,140.92,3.02,37.86,0.03
65,3,113.79,3.15,35.1,0.03
65,4,140.68,3.23,58.91,0.03
65,5,195.65,2.18,58.2,0.04
65,6,109.38,3.41,55.18,0.04
65,7,152.99,2.06,48.43,0.03
65,8,129.93,2.76,51.09,0.03
65,9,183.67,2.69,56.41,0.04
65,10,184.71,2.57,53.9,0.04
65,11,104.83,3.07,47.19,0.03
65,12,138.94,2.88,39.55,0.04
65,13,128.93,3.54,42.8,0.04
65,14,192.4,2.27,37.22,0.03
65,15,164.72,2.09,49.61,0.03
65,16,141.24,2.9,47.53,0.02
65,17,161.98,2.67,42.25,0.03
65,18,117.76,2.73,36.79,0.03
65,19,142.32,2.5,45.8,0.04
65,20,145.25,3.61,53.18,0.03
65,21,138.39,2.72,55.21,0.04
65,22,173.17,3.31,41.54,0.04
65,23,173.21,3.18,59.18,0.04
65,24,134.29,2.78,49.18,0.03
65,25,142.82,4.0,30.1,0.03
65,26,195.75,3.97,50.34,0.03
65,27,161.06,3.33,32.98,0.04
65,28,146.77,3.15,33.3,0.03
65,29,183.53,3.27,43.82,0.02
65,30,198.92,3.63,55.08,0.03
65,31,148.68,3.61,45.03,0.03
65,32,172.18,2.19,54.69,0.03
65,33,161.31,3.32,43.28,0.04
65,34,168.71,3.0,53.64,0.04
65,35,144.59,3.98,33.44,0.03
65,36,121.54,3.32,39.66,0.02
65,37,101.33,2.81,37.9,0.03
65,38,180.28,3.0,47.82,0.02
65,39,103.49,3.08,53.58,0.03
65,40,107.31,2.66,59.33,0.02
65,41,196.57,3.93,44.65,0.02
65,42,176.77,2.71,52.17,0.03
65,43,199.22,2.31,34.15,0.04
65,44,139.29,3.23,59.28,0.03
65,45,147.32,2.68,57.58,0.02
65,46,155.64,3.33,30.37,0.04
65,47,109.91,3.05,48.8,0.03
65,48,178.34,3.26,56.13,0.04
65,49,137.75,3.79,38.49,0.03
65,50,163.08,2.08,59.36,0.03
65,51,143.17,3.26,40.84,0.02
65,52,145.62,3.3,41.88,0.04
65,53,183.08,3.05,33.03,0.03
65,54,167.74,2.28,51.33,0.03
65,55,117.41,2.94,36.15,0.04
65,56,109.34,3.17,59.1,0.03
65,57,144.33,3.54,32.21,0.03
65,58,119.5,2.97,42.77,0.03
65,59,108.07,3.1,39.95,0.03
65,60,117.74,3.25,46.21,0.03
65,61,188.71,2.86,50.19,0.03
65,62,182.21,2.95,46.1,0.02
65,63,118.07,3.53,59.07,0.02
65,64,199.54,2.75,48.19,0.04
65,65,140.15,2.94,34.99,0.04
65,66,162.48,3.45,31.49,0.03
65,67,110.03,2.96,51.26,0.03
65,68,158.69,3.83,49.31,0.03
65,69,180.88,3.16,40.73,0.02
65,70,198.33,2.95,56.67,0.04
65,71,180.69,3.98,53.77,0.03
65,72,171.35,2.97,45.58,0.03
65,73,160.82,2.23,44.96,0.02
65,74,187.96,2.82,40.04,0.03
65,75,179.99,3.69,55.75,0.03
65,76,191.48,2.24,54.36,0.04
65,77,194.84,3.29,59.46,0.04
65,78,154.73,3.45,48.84,0.04
65,79,103.72,3.41,31.93,0.02
65,80,170.36,3.57,57.57,0.03
65,81,192.15,3.05,38.06,0.03
65,82,113.62,3.59,55.41,0.03
65,83,199.14,3.21,35.86,0.04
65,84,167.66,3.58,43.14,0.03
65,85,108.03,2.62,44.3,0.04
65,86,126.64,2.43,56.06,0.02
65,87,159.74,2.57,48.35,0.03
65,88,131.27,3.99,40.0,0.02
65,89,127.09,2.39,49.79,0.03
65,90,108.0,3.52,45.13,0.02
65,91,111.28,2.71,48.48,0.04
65,92,119.7,2.4,50.82,0.02
65,93,194.31,2.44,59.36,0.03
65,94,188.41,2.87,45.56,0.04
65,95,176.4,2.09,46.24,0.04
65,96,157.43,2.26,46.94,0.02
65,97,159.03,2.85,32.99,0.03
65,98,109.22,2.57,46.02,0.03
65,99,133.19,2.8,31.74,0.03
66,0,152.57,3.98,38.42,0.02
66,1,133.18,2.58,41.65,0.03
66,2,169.02,3.71,58.04,0.03
66,3,134.67,3.39,37.01,0.03
66,4,102.37,3.25,42.2,0.03
66,5,119.98,2.48,49.47,0.04
66,6,153.24,3.53,42.11,0.03
66,7,153.48,3.38,39.14,0.04
66,8,195.65,2.86,46.59,0.03
66,9,172.89,3.63,43.13,0.03
66,10,181.12,3.58,33.45,0.04
66,11,198.35,2.93,47.65,0.02
66,12,156.84,2.25,31.43,0.03
66,13,125.64,3.54,36.58,0.03
66,14,157.95,3.43,38.41,0.03
66,15,172.56,3.48,59.68,0.03
66,16,152.62,2.06,59.42,0.03
66,17,117.29,3.43,47.55,0.02
66,18,169.44,2.18,42.45,0.04
66,19,135.55,2.73,47.77,0.04
66,20,126.85,2.44,43.53,0.02
66,21,198.92,2.28,47.92,0.02
66,22,128.08,3.1,31.44,0.04
66,23,118.82,3.25,48.2,0.03
66,24,140.95,2.7,44.72,0.04
66,25,160.14,2.05,47.09,0.02
66,26,163.78,2.91,59.21,0.04
66,27,135.13,2.89,55.56,0.03
66,28,137.56,2.37,52.9,0.04
66,29,147.74,3.44,47.13,0.04
66,30,127.33,3.2,59.11,0.04
66,31,172.04,3.42,53.46,0.03
66,32,192.33,3.04,41.27,0.03
66,33,152.83,3.24,58.71,0.03
66,34,123.16,3.95,35.8,0.03
66,35,158.23,2.94,31.62,0.03
66,36,118.38,2.84,47.75,0.04
66,37,172.27,2.95,50.21,0.03
66,38,160.54,3.17,47.12,0.03
66,39,176.73,3.27,47.16,0.04
66,40,144.55,2.15,37.86,0.02
66,41,173.96,3.17,46.04,0.03
66,42,174.01,2.57,31.01,0.02
66,43,175.48,3.02,39.41,0.03
66,44,132.13,3.91,50.46,0.03
66,45,153.58,2.54,34.01,0.04
66,46,172.88,2.38,43.34,0.04
66,47,196.84,3.63,38.16,0.02
66,48,180.27,3.79,43.49,0.03
66,49,173.09,3.93,49.82,0.04
66,50,170.83,3.27,48.7,0.04
66,51,104.52,3.71,49.88,0.03
66,52,119.59,3.22,40.2,0.03
66,53,101.63,2.11,37.45,0.03
66,54,180.34,3.92,52.72,0.02
66,55,155.56,2.22,49.89,0.03
66,56,132.17,2.4,55.79,0.03
66,57,148.04,3.81,35.89,0.03
66,58,118.26,2.19,37.34,0.02
66,59,179.79,3.13,38.45,0.03
66,60,133.26,2.14,51.73,0.02
66,61,111.39,2.78,42.18,0.03
66,62,162.0,2.94,31.85,0.02
66,63,110.87,2.51,58.75,0.03
66,64,133.13,3.25,31.97,0.04
66,65,175.8,2.51,38.23,0.04
66,66,117.39,2.12,30.08,0.03
66,67,156.61,3.79,53.53,0.02
66,68,163.51,3.22,30.03,0.02
66,69,151.14,2.19,44.91,0.03
66,70,137.78,2.54,38.05,0.03
66,71,151.1,3.31,42.44,0.03
66,72,175.04,3.1,55.08,0.02
66,73,119.66,3.24,52.44,0.03
66,74,176.59,3.6,46.84,0.04
66,75,120.92,3.98,37.72,0.03
66,76,113.14,2.24,51.75,0.03
66,77,115.84,2.83,36.92,0.03
66,78,162.19,2.06,49.59,0.03
66,79,101.29,2.38,54.81,0.03
66,80,185.2,3.55,55.01,0.02
66,81,124.12,3.93,38.71,0.03
66,82,141.13,3.36,37.76,0.03
66,83,136.85,2.6,54.23,0.03
66,84,170.16,3.31,30.05,0.04
66,85,196.8,2.61,32.99,0.03
66,86,192.18,2.17,41.19,0.03
66,87,133.83,2.47,47.74,0.03
66,88,150.68,2.84,32.36,0.03
66,89,103.33,2.74,38.31,0.03
66,90,154.85,2.42,43.65,0.02
66,91,172.71,3.54,35.96,0.04
66,92,135.07,3.89,47.7,0.04
66,93,175.38,2.17,55.55,0.03
66,94,194.11,2.99,38.13,0.02
66,95,116.87,2.87,30.63,0.02
66,96,123.49,3.25,36.46,0.02
66,97,176.03,2.31,50.36,0.04
66,98,183.93,2.6,45.96,0.02
66,99,136.66,3.76,53.96,0.02
67,0,136.84,3.63,55.55,0.03
67,1,146.84,2.41,33.39,0.03
67,2,175.5,2.23,51.65,0.02
67,3,180.79,2.34,37.48,0.04
67,4,160.5,3.72,46.34,0.03
67,5,106.71,2.64,30.17,0.02
67,6,108.99,3.61,52.64,0.03
67,7,103.2,2.56,59.29,0.04
67,8,173.52,3.72,53.07,0.03
67,9,143.05,3.34,44.85,0.04
67,10,184.4,3.81,40.9,0.03
67,11,164.61,3.44,33.25,0.03
67,12,140.28,2.2,31.84,0.04
67,13,147.25,3.58,54.21,0.04
67,14,128.64,2.14,45.23,0.03
67,15,188.62,2.74,35.51,0.02
67,16,118.18,2.2,56.56,0.03
67,17,199.12,2.04,57.03,0.04
67,18,116.67,2.33,57.85,0.03
67,19,161.99,2.68,57.18,0.03
67,20,100.21,3.94,45.05,0.02
67,21,184.67,3.94,42.14,0.03
67,22,115.92,2.05,43.72,0.03
67,23,151.14,3.84,58.11,0.03
67,24,111.63,2.35,32.23,0.03
67,25,186.82,2.81,47.4,0.02
67,26,141.22,3.31,54.04,0.04
67,27,182.29,3.26,47.62,0.03
67,28,150.25,3.26,37.88,0.03
67,29,125.1,2.06,35.43,0.03
67,30,182.85,2.99,59.97,0.02
67,31,101.71,3.18,36.93,0.03
67,32,112.82,2.19,59.84,0.02
67,33,101.59,2.16,51.45,0.04
67,34,124.06,3.21,42.79,0.03
67,35,106.54,2.58,51.05,0.03
67,36,117.9,2.7,31.35,0.04
67,37,140.36,3.53,39.12,0.03
67,38,159.39,2.17,36.67,0.04
67,39,169.19,2.34,58.52,0.03
67,40,177.85,2.44,35.64,0.03
67,41,174.14,3.62,30.56,0.04
67,42,150.93,3.27,58.9,0.03
67,43,163.84,2.99,42.38,0.03
67,44,130.73,2.78,30.85,0.03
67,45,128.5,3.88,35.78,0.03
67,46,145.43,3.58,59.69,0.03
67,47,159.65,2.91,52.74,0.02
67,48,175.57,3.71,51.02,0.02
67,49,176.15,2.85,33.83,0.02
67,50,172.5,3.69,56.47,0.02
67,51,141.14,3.36,33.05,0.03
67,52,118.15,3.34,45.54,0.04
67,53,184.52,3.57,44.62,0.04
67,54,109.27,2.75,58.07,0.04
67,55,151.82,2.95,42.32,0.02
67,56,199.95,3.34,50.14,0.02
67,57,176.36,2.72,46.34,0.02
67,58,131.76,3.14,37.22,0.03
67,59,179.27,3.69,34.02,0.03
67,60,160.73,2.71,46.99,0.03
67,61,142.13,2.7,42.26,0.03
67,62,126.27,3.1,35.72,0.03
67,63,112.76,3.93,46.66,0.04
67,64,115.5,3.15,47.9,0.03
67,65,132.83,3.51,38.98,0.02
67,66,174.51,3.52,54.11,0.02
67,67,145.51,3.94,38.84,0.02
67,68,138.6,3.98,56.46,0.03
67,69,112.82,2.37,56.28,0.03
67,70,169.93,2.36,37.33,0.02
67,71,134.86,3.82,57.95,0.02
67,72,189.19,2.88,39.01,0.03
67,73,126.27,3.33,56.61,0.03
67,74,125.38,3.1,53.44,0.03
67,75,170.57,3.17,49.9,0.04
67,76,118.57,3.46,51.51,0.02
67,77,173.98,2.2,33.99,0.03
67,78,109.8,3.25,53.48,0.03
67,79,138.2,3.07,45.35,0.03
67,80,102.97,2.86,34.71,0.03
67,81,166.7,3.98,38.75,0.04
67,82,103.48,3.91,52.14,0.04
67,83,164.68,2.79,52.09,0.02
67,84,102.79,3.28,57.47,0.03
67,85,128.06,3.5,59.61,0.03
67,86,182.61,2.01,59.37,0.02
67,87,173.3,2.24,47.16,0.03
67,88,162.66,3.61,41.01,0.03
67,89,115.56,3.66,45.48,0.03
67,90,167.67,2.04,36.5,0.02
67,91,180.13,2.44,52.63,0.03
67,92,176.05,2.35,58.87,0.03
67,93,152.81,2.59,36.85,0.04
67,94,165.6,4.0,50.21,0.02
67,95,195.16,2.34,42.9,0.03
67,96,135.01,3.39,30.01,0.04
67,97,141.9,3.41,54.43,0.03
67,98,158.44,2.34,49.42,0.03
67,99,128.23,3.95,43.83,0.03
68,0,146.53,3.89,30.31,0.04
68,1,189.52,2.81,58.75,0.02
68,2,116.12,2.19,51.98,0.04
68,3,175.43,2.8,48.85,0.03
68,4,177.32,2.84,40.12,0.02
68,5,102.99,2.59,38.63,0.03
68,6,194.91,3.5,51.21,0.04
68,7,125.22,3.29,44.02,0.03
68,8,118.21,3.63,39.93,0.04
68,9,132.08,3.95,50.99,0.03
68,10,137.08,3.45,57.68,0.04
68,11,162.6,2.0,42.8,0.02
68,12,145.78,2.29,53.44,0.03
68,13,153.24,3.02,31.34,0.03
68,14,144.33,2.88,55.62,0.02
68,15,112.08,3.76,40.24,0.03
68,16,181.86,2.93,49.86,0.04
68,17,171.32,2.56,54.19,0.03
68,18,175.17,2.48,55.96,0.03
68,19,178.54,3.57,50.3,0.04
68,20,117.28,3.08,49.77,0.04
68,21,156.68,2.08,47.54,0.03
68,22,161.19,2.7,45.36,0.03
68,23,152.48,3.45,35.86,0.03
68,24,112.3,2.67,52.49,0.02
68,25,165.8,3.7,48.43,0.03
68,26,119.77,3.01,44.36,0.02
68,27,109.97,2.93,47.41,0.03
68,28,137.1,3.99,51.76,0.04
68,29,191.3,3.0,34.99,0.03
68,30,161.08,2.44,50.0,0.02
68,31,153.07,2.99,33.74,0.04
68,32,141.87,2.32,59.57,0.03
68,33,183.72,2.04,52.34,0.03
68,34,170.12,2.61,47.22,0.04
68,35,125.03,2.81,50.61,0.02
68,36,156.86,2.54,51.22,0.04
68,37,125.04,3.38,51.44,0.04
68,38,104.35,2.09,40.05,0.02
68,39,143.2,2.14,53.56,0.02
68,40,148.64,3.1,46.05,0.02
68,41,125.32,3.57,34.88,0.03
68,42,130.05,3.94,50.81,0.04
68,43,170.22,2.75,49.27,0.02
68,44,151.98,3.06,34.11,0.03
68,45,111.88,2.57,57.26,0.03
68,46,186.05,3.42,58.0,0.04
68,47,152.36,3.86,52.0,0.02
68,48,126.18,2.75,45.85,0.02
68,49,157.39,3.6,58.57,0.04
68,50,165.1,3.75,37.27,0.03
68,51,175.35,3.98,50.94,0.03
68,52,174.07,3.81,57.68,0.03
68,53,147.98,2.66,43.97,0.03
68,54,100.11,3.55,59.16,0.02
68,55,191.34,2.29,37.32,0.02
68,56,124.75,2.56,39.25,0.02
68,57,102.53,3.24,53.78,0.03
68,58,121.45,2.36,59.12,0.02
68,59,191.15,3.9,37.82,0.04
68,60,113.37,2.36,55.24,0.03
68,61,101.01,2.96,59.97,0.03
68,62,154.01,2.56,31.01,0.04
68,63,142.43,2.09,46.59,0.03
68,64,188.95,2.53,44.82,0.03
68,65,137.33,2.96,49.09,0.03
68,66,149.0,2.68,38.08,0.04
68,67,109.48,3.19,55.06,0.02
68,68,111.4,2.88,33.0,0.03
68,69,111.11,3.62,30.7,0.03
68,70,159.38,3.04,33.72,0.03
68,71,118.64,2.9,43.39,0.03
68,72,160.52,3.05,32.62,0.04
68,73,172.82,2.03,37.09,0.03
68,74,193.29,3.91,48.74,0.03
68,75,123.54,3.16,54.97,0.03
68,76,183.55,3.51,56.83,0.02
68,77,153.09,3.25,52.19,0.04
68,78,190.06,2.61,31.6,0.03
68,79,151.94,3.53,30.18,0.03
68,80,160.15,2.05,38.06,0.02
68,81,191.44,2.09,53.14,0.03
68,82,146.13,3.43,31.3,0.02
68,83,132.54,3.35,53.58,0.03
68,84,138.48,2.35,47.96,0.02
68,85,147.88,3.35,45.53,0.03
68,86,177.01,2.68,42.97,0.04
68,87,123.53,3.96,58.67,0.02
68,88,659.16,16.4,238.26,0.16
68,89,659.16,16.4,238.26,0.16
68,90,659.16,16.4,238.26,0.16
68,91,659.16,16.4,238.26,0.16
68,92,659.16,16.4,238.26,0.16
68,93,134.58,2.67,43.99,0.03
68,94,103.5,2.93,58.19,0.04
68,95,129.2,3.51,45.23,0.03
68,96,179.62,2.31,41.67,0.02
68,97,107.95,3.13,48.99,0.03
68,98,136.72,3.37,34.48,0.03
68,99,161.36,3.87,57.25,0.04
69,0,158.17,3.34,42.57,0.04
69,1,161.53,2.63,33.7,0.04
69,2,188.31,2.77,30.23,0.04
69,3,144.31,3.81,30.42,0.03
69,4,173.07,3.87,55.82,0.03
69,5,170.07,3.95,41.12,0.03
69,6,197.98,3.82,35.34,0.04
69,7,109.64,3.4,31.46,0.02
69,8,112.19,3.16,57.49,0.04
69,9,106.36,2.72,44.04,0.03
69,10,173.66,3.55,50.2,0.03
69,11,166.3,2.91,53.26,0.04
69,12,166.8,2.33,59.11,0.02
69,13,120.05,2.32,36.39,0.02
69,14,137.88,2.23,53.33,0.03
69,15,154.6,2.81,41.27,0.04
69,16,160.71,3.84,38.39,0.02
69,17,153.25,2.54,50.43,0.04
69,18,152.49,3.36,55.54,0.03
69,19,120.29,3.03,31.65,0.03
69,20,102.8,3.0,56.87,0.03
69,21,156.31,2.45,32.33,0.03
69,22,111.09,3.88,37.65,0.03
69,23,150.87,3.89,46.07,0.03
69,24,120.49,3.67,51.67,0.03
69,25,104.7,2.36,34.27,0.02
69,26,138.18,3.49,52.9,0.03
69,27,181.13,2.63,52.13,0.03
69,28,198.25,2.75,42.52,0.03
69,29,179.94,2.43,39.11,0.03
69,30,197.7,3.61,34.6,0.03
69,31,102.74,3.46,34.1,0.04
69,32,104.83,3.32,38.05,0.03
69,33,118.96,2.31,58.01,0.03
69,34,164.52,2.01,54.9,0.04
69,35,111.2,2.82,44.46,0.03
69,36,187.68,2.14,44.73,0.03
69,37,123.61,3.14,53.88,0.02
69,38,124.64,2.49,58.44,0.02
69,39,189.05,2.07,49.98,0.03
69,40,165.83,3.8,59.41,0.03
69,41,116.82,2.38,38.9,0.03
69,42,183.51,2.57,56.02,0.02
69,43,181.2,3.54,33.73,0.04
69,44,199.96,2.1,37.13,0.04
69,45,197.33,3.05,56.37,0.04
69,46,176.53,2.79,58.21,0.03
69,47,199.41,3.48,45.73,0.03
69,48,121.5,3.31,30.54,0.04
69,49,113.62,2.11,55.91,0.04
69,50,148.52,3.72,51.78,0.04
69,51,110.32,2.49,37.36,0.04
69,52,172.27,2.54,43.38,0.04
69,53,141.01,3.57,42.21,0.02
69,54,133.51,2.99,32.0,0.02
